featname;eeg/phy;what;channels;waveband;pearson_r;mi;lr coef;l1 coef;l2 coef;svm coef;rf importances;PCA
RASM CP1,CP2;eeg;RASM;['CP1', 'CP2'];alpha;0.0519115172428;0.0264454290425;0.000330023085893;0.00878526385859;0.000257794038343;0.0194100037067;0.00189247374524;0.00232971784339;
DASM CP1,CP2;eeg;DASM;['CP1', 'CP2'];gamma;0.0439064166295;0.023524400801;0.00225783951265;0.00281749959091;0.00222827169202;0.01373909049;0.00137024731329;0.00154858204934;
RASM CP1,CP2;eeg;RASM;['CP1', 'CP2'];gamma;0.0588372706471;0.024095105148;0.00459536397931;0.00139233224516;0.00454228106545;0.0124579282403;0.00135380490207;0.00231934028469;
DASM CP1,CP2;eeg;DASM;['CP1', 'CP2'];delta;0.0341060158327;0.0245189234516;0.00971255927383;0.0148633782118;0.00961891067749;0.0688390455498;0.00275346315941;0.00107978460208;
RASM CP1,CP2;eeg;RASM;['CP1', 'CP2'];delta;0.0527580490544;0.0260925635162;0.00348234877534;0.00417865029628;0.0035380377462;0.0646336610726;0.00271377730056;0.000932997676702;
DASM P3,P4;eeg;DASM;['P3', 'P4'];theta;0.033821721739;0.025708787981;0.00278076546533;0.0143305624619;0.00281640278996;0.0236355465821;0.00205499122527;0.00991405196082;
RASM P3,P4;eeg;RASM;['P3', 'P4'];theta;0.0386689117695;0.0265496018981;0.00362064107547;0.0;0.00368293323228;0.0136782323652;0.00208863066728;0.0135585080457;
DASM P3,P4;eeg;DASM;['P3', 'P4'];beta;0.00255901656679;0.0308868826173;0.00532651275215;0.0112484306493;0.00531225471921;0.0187262873428;0.0023136542282;0.00319782962287;
RASM P3,P4;eeg;RASM;['P3', 'P4'];beta;0.0148588228419;0.031004397337;0.000704315779929;0.0;0.000695501298146;0.0108295967426;0.00211052729355;0.00846522433729;
DASM P3,P4;eeg;DASM;['P3', 'P4'];alpha;0.040035650944;0.0279694446764;0.00961046414592;0.00399975753885;0.00961448360774;0.0421022905353;0.00261981181637;0.00278653025603;
RASM P3,P4;eeg;RASM;['P3', 'P4'];alpha;0.0424243965547;0.03056221597;0.00294378623041;0.0128440142564;0.00297236971437;0.0380228399689;0.00246029091696;0.00208743430145;
DASM P3,P4;eeg;DASM;['P3', 'P4'];gamma;0.00823952567174;0.0262074084576;0.00861830584729;0.0;0.00865284410076;0.0254996015409;0.00190353335241;0.0067291909614;
RASM P3,P4;eeg;RASM;['P3', 'P4'];gamma;0.000381673574484;0.0289203353177;0.00950594719587;0.0190482962337;0.00955296605607;0.0173886236733;0.00193217258808;0.0106820186333;
DASM P3,P4;eeg;DASM;['P3', 'P4'];delta;0.00999243280618;0.0233194709031;0.0284315859573;0.00260228207606;0.0283953461788;0.0531297047903;0.00254034872589;0.0139059033958;
RASM P3,P4;eeg;RASM;['P3', 'P4'];delta;0.00477480217131;0.0194661819083;0.00699972143613;0.00157797603651;0.00690774016458;0.0497113944659;0.00241478654814;0.0170697422238;
DASM P7,P8;eeg;DASM;['P7', 'P8'];theta;0.0232991507318;0.0219431191539;0.0191751536299;0.00350974332525;0.0191888799685;0.027081942974;0.00223627518969;0.0109875093283;
RASM P7,P8;eeg;RASM;['P7', 'P8'];theta;0.0519623443887;0.0222203221639;0.00200175338855;0.00562435595366;0.0020677062975;0.0250620501099;0.002065030287;0.0080425497646;
DASM P7,P8;eeg;DASM;['P7', 'P8'];beta;0.0318485423449;0.0259278071509;0.00457794100608;0.0130025223038;0.0045449035593;0.0503892060446;0.0020765346868;0.00470066237272;
RASM P7,P8;eeg;RASM;['P7', 'P8'];beta;0.0508985057595;0.0243749215877;0.000867706966994;0.00587334766389;0.000936070364679;0.0426026832454;0.00199911034831;0.00446882431647;
DASM P7,P8;eeg;DASM;['P7', 'P8'];alpha;0.00658848061878;0.0229924779578;0.000323936801967;0.00772779396201;0.000391316781264;0.0354759400014;0.00244416907283;0.00438583428668;
RASM P7,P8;eeg;RASM;['P7', 'P8'];alpha;0.0473586207818;0.0228340497188;0.00951984597847;0.00871962583909;0.0095422788705;0.0234239438205;0.00218957162238;0.00482730666787;
DASM P7,P8;eeg;DASM;['P7', 'P8'];gamma;0.0507127946966;0.0261079626974;0.000194511501277;0.0;0.000148238800485;0.022066086252;0.00237669227523;0.00420758400883;
RASM P7,P8;eeg;RASM;['P7', 'P8'];gamma;0.0273863130334;0.0202755351631;0.00494088537152;0.0;0.00486382897054;0.0184497745992;0.00240669453685;0.00302150872403;
DASM P7,P8;eeg;DASM;['P7', 'P8'];delta;0.0176799580379;0.019117083268;0.005513272739;0.0197181040925;0.00543190855518;0.060018920078;0.00182081966248;0.00723797470858;
RASM P7,P8;eeg;RASM;['P7', 'P8'];delta;0.0341645053335;0.0219223436367;0.00389073894725;0.00169511338104;0.00382275639771;0.0568214002931;0.00194001659928;0.00999173613796;
DASM PO3,PO4;eeg;DASM;['PO3', 'PO4'];theta;0.0161846283138;0.0191753417651;0.0160966845215;0.0133996376519;0.0160813601148;0.027708336747;0.00205999036433;0.0132431602544;
RASM PO3,PO4;eeg;RASM;['PO3', 'PO4'];theta;0.0636041741995;0.0134901188264;0.00511152668372;0.00893450633366;0.00511387934922;0.0298197380815;0.00159185299591;0.0151838571223;
DASM PO3,PO4;eeg;DASM;['PO3', 'PO4'];beta;0.00870598633816;0.0178690601223;0.00982361214906;0.0129508825783;0.00982844830713;0.0316762893636;0.00157255778033;0.0066048984581;
RASM PO3,PO4;eeg;RASM;['PO3', 'PO4'];beta;0.0457395622545;0.0172820995861;0.0094527689382;0.00310410608823;0.00948265955443;0.0300205993265;0.00175751130169;0.0118032571234;
DASM PO3,PO4;eeg;DASM;['PO3', 'PO4'];alpha;0.0453892723426;0.0223194385899;0.00784561487322;0.0255688650529;0.00781429928128;0.0630198025014;0.0019952764571;0.00620320257479;
RASM PO3,PO4;eeg;RASM;['PO3', 'PO4'];alpha;0.0488911700698;0.0130621584567;0.00100383064981;0.0;0.00101476990335;0.0604811161399;0.00219287586617;0.0107426487473;
DASM PO3,PO4;eeg;DASM;['PO3', 'PO4'];gamma;0.0108570379314;0.0179345266704;0.0138552929254;0.00616180448001;0.0138697429324;0.0294970189465;0.00187611482604;0.00845799846179;
RASM PO3,PO4;eeg;RASM;['PO3', 'PO4'];gamma;0.0228333189484;0.0209214666304;0.0020804415101;0.00190218739103;0.00205153162854;0.0278553928785;0.00168208848345;0.013699774852;
DASM PO3,PO4;eeg;DASM;['PO3', 'PO4'];delta;0.025091278208;0.0222920386652;0.00997986289782;0.00748022916868;0.0100002917835;0.0522966168445;0.00193876441312;0.00454115170876;
RASM PO3,PO4;eeg;RASM;['PO3', 'PO4'];delta;0.0237297945138;0.0175006664297;0.0127324920164;0.0028228391153;0.0127286207367;0.0493720919526;0.00216258232405;0.00347452243658;
DCAU FC5,CP5;eeg;DCAU;['FC5', 'CP5'];theta;0.00560773996833;0.0127073804604;0.000157226199104;0.00613915700908;0.000181074651375;0.0482161761735;0.00169222356849;0.00176914088672;
RCAU FC5,CP5;eeg;RCAU;['FC5', 'CP5'];theta;0.0139517700855;0.0143077601709;0.00521133205056;0.00317838461132;0.00525271825361;0.0391531555403;0.00156925007199;0.00129218336513;
DCAU FC5,CP5;eeg;DCAU;['FC5', 'CP5'];beta;0.0231094633399;0.0156885754769;0.00228051225494;0.0052931407201;0.00232334166834;0.0300985618255;0.00184656058915;0.00123090202386;
RCAU FC5,CP5;eeg;RCAU;['FC5', 'CP5'];beta;0.00280784397139;0.0211300097387;0.00567406648602;0.00287741708524;0.00562700101087;0.0258005086901;0.00200833580961;0.00393039821586;
DCAU FC5,CP5;eeg;DCAU;['FC5', 'CP5'];alpha;0.00299854315678;0.0168764453772;0.0020597160282;0.00379248748636;0.00207694424703;0.0280288752929;0.00185692227577;0.0042393395801;
RCAU FC5,CP5;eeg;RCAU;['FC5', 'CP5'];alpha;0.0217478775922;0.0199608773412;0.0199648887183;0.0186537024161;0.0199459571102;0.0309292256107;0.0021496168698;0.00625753010971;
DCAU FC5,CP5;eeg;DCAU;['FC5', 'CP5'];gamma;0.0301271050212;0.0185578378695;0.000937482982505;0.0175255696138;0.000960758099907;0.0377568571542;0.00163614086452;0.00020765912887;
RCAU FC5,CP5;eeg;RCAU;['FC5', 'CP5'];gamma;0.0553380693207;0.0235079991697;0.00719066120347;0.0;0.00720151249987;0.0312589419335;0.00182803155047;0.00144375766914;
DCAU FC5,CP5;eeg;DCAU;['FC5', 'CP5'];delta;0.00890860828605;0.0227225961274;0.0107575273151;0.00926270738804;0.0107258571389;0.0381783358544;0.00215129193577;0.00309688737874;
RCAU FC5,CP5;eeg;RCAU;['FC5', 'CP5'];delta;0.0177421379839;0.0225479777362;0.00462061540158;0.00525913679611;0.00459478812026;0.0333776196582;0.00218014747844;0.0095696749038;
DCAU FC1,CP1;eeg;DCAU;['FC1', 'CP1'];theta;0.0504367731986;0.0206188402886;0.00213349953864;0.0266607450331;0.00208457128248;0.0356110054419;0.00178121410446;0.00449764859148;
RCAU FC1,CP1;eeg;RCAU;['FC1', 'CP1'];theta;0.046290856523;0.0169736190064;0.00526853466414;0.0;0.00526561038369;0.0281141725213;0.00191347025106;0.00184008239224;
DCAU FC1,CP1;eeg;DCAU;['FC1', 'CP1'];beta;0.0399032921867;0.0154550145622;0.000491755956162;0.0111155063098;0.000577486137433;0.0291369163831;0.00148425015956;0.0018314090139;
RCAU FC1,CP1;eeg;RCAU;['FC1', 'CP1'];beta;0.031472585891;0.0177629627921;0.00843365135937;0.0129569015517;0.00839484701156;0.0258740931478;0.00146591326054;0.0018612040531;
DCAU FC1,CP1;eeg;DCAU;['FC1', 'CP1'];alpha;0.0584466494547;0.0217650940258;0.00100142163051;0.00507263049984;0.00109799545788;0.0412311917349;0.00164326152143;0.000650421711002;
RCAU FC1,CP1;eeg;RCAU;['FC1', 'CP1'];alpha;0.0748686189397;0.0220818973798;0.00543114005592;0.0116979987058;0.00540540745878;0.0365872574624;0.00166462730806;0.000558109862446;
DCAU FC1,CP1;eeg;DCAU;['FC1', 'CP1'];gamma;0.0533578035364;0.0207833424695;0.00212451185358;0.0;0.00210132003787;0.0166484442937;0.00166894301207;0.00121691188836;
RCAU FC1,CP1;eeg;RCAU;['FC1', 'CP1'];gamma;0.0614396921801;0.026507261271;0.000193461332712;0.0;0.000235892757969;0.0129866971615;0.00178597812763;0.00661294645381;
DCAU FC1,CP1;eeg;DCAU;['FC1', 'CP1'];delta;0.0384564927119;0.0276905168594;0.00709647002144;0.0202712352421;0.0070702855166;0.0332119239462;0.00229556493924;0.00399756439066;
RCAU FC1,CP1;eeg;RCAU;['FC1', 'CP1'];delta;0.0296381775732;0.021543277766;0.00864006184973;0.0;0.00866146057807;0.0327619636438;0.00195283211362;0.00777294558148;
DCAU FC2,CP2;eeg;DCAU;['FC2', 'CP2'];theta;0.0247197403279;0.0209546449319;0.00379049915974;0.000160182467711;0.00386088229054;0.0245549845866;0.00167495251741;4.65087179661e-05;
RCAU FC2,CP2;eeg;RCAU;['FC2', 'CP2'];theta;0.0020797782633;0.0183615121219;0.00563643935343;0.00234006623475;0.00568353721433;0.0239368382207;0.00190537922896;0.00238257216477;
DCAU FC2,CP2;eeg;DCAU;['FC2', 'CP2'];beta;0.0402489675548;0.0224764601987;0.0041299286945;0.00311413839415;0.00405331811968;0.0201834611269;0.00169365509428;0.00242663480568;
RCAU FC2,CP2;eeg;RCAU;['FC2', 'CP2'];beta;0.0587344132984;0.0184510718077;0.00382642872105;0.0;0.00387099034907;0.0193240280117;0.00146403572863;0.00664572381689;
DCAU FC2,CP2;eeg;DCAU;['FC2', 'CP2'];alpha;0.043760276279;0.0235101052412;0.00992380778012;0.013605326289;0.00993732016397;0.039141216142;0.00213707592568;0.00304417152118;
RCAU FC2,CP2;eeg;RCAU;['FC2', 'CP2'];alpha;0.0287979344496;0.0268278181128;0.00386432615692;0.00643797284853;0.00387230253418;0.0322753462032;0.00197397623321;0.00299787532905;
DCAU FC2,CP2;eeg;DCAU;['FC2', 'CP2'];gamma;0.014526606202;0.0276912798851;0.00241843253252;0.00129444336568;0.00246912188243;0.033457197664;0.00201761748725;0.000669773266559;
RCAU FC2,CP2;eeg;RCAU;['FC2', 'CP2'];gamma;0.048246497181;0.0240914058282;0.0101211439773;0.00679753673715;0.0101339371758;0.0313523516135;0.00204159158047;0.00239375746085;
DCAU FC2,CP2;eeg;DCAU;['FC2', 'CP2'];delta;0.0327829368129;0.0239267558086;0.00325032924979;0.0151418135076;0.00320720344321;0.0680129904366;0.0028705371854;0.00425751204351;
RCAU FC2,CP2;eeg;RCAU;['FC2', 'CP2'];delta;0.0139552232103;0.0209940661478;0.000741512674292;0.019720389083;0.000715142510535;0.0611926189035;0.00238129931519;0.00202957897621;
DCAU FC6,CP6;eeg;DCAU;['FC6', 'CP6'];theta;0.00870137916162;0.021610961529;0.00159400566322;0.0101609963028;0.00161314695223;0.0357904790026;0.00150363794093;0.000159254042624;
RCAU FC6,CP6;eeg;RCAU;['FC6', 'CP6'];theta;0.0183049296188;0.0213471093059;0.00310315476964;0.00617995526274;0.00308229950437;0.0394975662901;0.00137485164015;0.00327975146651;
DCAU FC6,CP6;eeg;DCAU;['FC6', 'CP6'];beta;0.00922316600283;0.0178271736835;0.00925446590531;0.00616445707375;0.00924777607523;0.031437541934;0.00154534199311;0.00187905152905;
RCAU FC6,CP6;eeg;RCAU;['FC6', 'CP6'];beta;0.036979203149;0.0189158332664;0.00667296470731;0.00485824967064;0.00666090647554;0.0279763216179;0.00143032152204;0.00365769594436;
DCAU FC6,CP6;eeg;DCAU;['FC6', 'CP6'];alpha;0.0202069716992;0.0198790476516;0.00161868003357;0.0077884678966;0.00160883860709;0.0506000687193;0.00208327756771;0.000574119697977;
RCAU FC6,CP6;eeg;RCAU;['FC6', 'CP6'];alpha;0.0216847299552;0.020310205948;0.00358966781291;0.0184039847428;0.00354103765217;0.0491244555552;0.00194296523868;0.00135270676267;
DCAU FC6,CP6;eeg;DCAU;['FC6', 'CP6'];gamma;0.0504162388332;0.0238319216602;0.00520290387158;0.00339677422838;0.00522507746579;0.0114989388621;0.00123242024366;0.00146600235931;
RCAU FC6,CP6;eeg;RCAU;['FC6', 'CP6'];gamma;0.00320814193504;0.0203489761368;0.00186454443032;0.00583985470593;0.00182417743379;0.0076433376989;0.00114603830801;0.00263064547338;
DCAU FC6,CP6;eeg;DCAU;['FC6', 'CP6'];delta;0.013663165828;0.0120074601861;0.00676628904888;0.0192163852729;0.0067400273103;0.0458384578757;0.00141943423364;0.00174523527431;
RCAU FC6,CP6;eeg;RCAU;['FC6', 'CP6'];delta;0.0225458707596;0.0162082413847;0.000657023790637;0.00686007135058;0.000570513022075;0.0443004132842;0.00153602405286;0.00731064257018;
DCAU F7,P7;eeg;DCAU;['F7', 'P7'];theta;0.0133085520147;0.0128594368888;0.0163901804704;0.011654165282;0.0163440335342;0.0253556362981;0.00177753995631;0.00353490184994;
RCAU F7,P7;eeg;RCAU;['F7', 'P7'];theta;0.024008439816;0.013804472741;0.00737884890876;0.0;0.00735143313347;0.0214948770011;0.00141565230291;0.00246162575754;
DCAU F7,P7;eeg;DCAU;['F7', 'P7'];beta;0.0160489029429;0.0158654385617;0.0191213933544;0.0039864560546;0.0191469861524;0.0300231991125;0.00170682156727;0.000709304652153;
RCAU F7,P7;eeg;RCAU;['F7', 'P7'];beta;0.0264113799995;0.0114928270599;0.0155254392922;0.0;0.0155484423905;0.0248061069777;0.00143679101057;0.00248941388024;
DCAU F7,P7;eeg;DCAU;['F7', 'P7'];alpha;0.0268462669922;0.0100568326831;0.00692207514249;0.00972808768512;0.00686933882467;0.049834935946;0.00142052245327;0.00654499037271;
RCAU F7,P7;eeg;RCAU;['F7', 'P7'];alpha;0.0256374631701;0.00894197093132;0.00937899076931;0.000112016078972;0.00933473597239;0.0400618432407;0.00150962873097;0.00265111961729;
DCAU F7,P7;eeg;DCAU;['F7', 'P7'];gamma;0.0244625177635;0.00830086636967;0.00717185139;0.0191821931636;0.00718833301925;0.0267844253839;0.00168431394174;0.00572101748001;
RCAU F7,P7;eeg;RCAU;['F7', 'P7'];gamma;0.0475637422962;0.0121334743346;0.00314536404573;0.0;0.00314822798949;0.0239337824236;0.00151696138037;0.00801254428812;
DCAU F7,P7;eeg;DCAU;['F7', 'P7'];delta;0.0231731314464;0.0181599155325;0.00293872695324;0.023238923843;0.002957785577;0.0370327793116;0.00154084953482;0.00362189337987;
RCAU F7,P7;eeg;RCAU;['F7', 'P7'];delta;0.0227625914176;0.0183795477826;0.00973102880769;0.00630649887239;0.00976333070625;0.0305167174443;0.00162229118622;0.00312919440648;
DCAU F3,P3;eeg;DCAU;['F3', 'P3'];theta;0.0404128004434;0.0277138476338;0.0040972627673;0.0030049634338;0.00404090081732;0.030818527636;0.00196614061279;0.00271541517799;
RCAU F3,P3;eeg;RCAU;['F3', 'P3'];theta;0.0516981649118;0.0204198244864;0.00377369688769;0.0;0.0037450326333;0.0170455049081;0.00162093058039;0.00202623683533;
DCAU F3,P3;eeg;DCAU;['F3', 'P3'];beta;0.0505227258565;0.0241386002694;0.00285906857741;0.00210829629946;0.00280960943204;0.0296397498322;0.00194501969149;0.00271881417435;
RCAU F3,P3;eeg;RCAU;['F3', 'P3'];beta;0.0563336821585;0.0240823592674;0.0129466162059;0.0;0.0129532424484;0.0267661978897;0.00204086892503;0.00409238327225;
DCAU F3,P3;eeg;DCAU;['F3', 'P3'];alpha;0.0880888854769;0.0204188876472;0.0008277224478;0.000120156157014;0.000814533553105;0.0231758286363;0.00202035111179;0.00175635650556;
RCAU F3,P3;eeg;RCAU;['F3', 'P3'];alpha;0.0926387827798;0.0226533371375;0.0089962062857;0.0;0.00898396732069;0.02220313597;0.00197615451011;0.00216415585752;
DCAU F3,P3;eeg;DCAU;['F3', 'P3'];gamma;0.0287701803661;0.0235150078622;0.00478676724657;0.0114341126063;0.0048840134607;0.0479927657373;0.00215463833421;0.00384223716606;
RCAU F3,P3;eeg;RCAU;['F3', 'P3'];gamma;0.0233733528424;0.0239120265739;0.00554113381721;0.0113953353636;0.00549566559518;0.0432714008268;0.00184977039345;0.00620632246937;
DCAU F3,P3;eeg;DCAU;['F3', 'P3'];delta;0.0564361572031;0.0219039845255;0.0039153901713;0.0165128863837;0.00389399161315;0.0589770102522;0.00237759369247;0.0077745039533;
RCAU F3,P3;eeg;RCAU;['F3', 'P3'];delta;0.00718719304415;0.0259837230863;0.00902986400734;0.0;0.00912558290373;0.0521736218569;0.00224297974871;0.0137891779337;
DCAU Fz,Pz;eeg;DCAU;['Fz', 'Pz'];theta;0.036876587798;0.0196357153614;0.00245654663029;0.0093296990395;0.00247666370899;0.0283611540036;0.00215811795408;0.00595975867867;
RCAU Fz,Pz;eeg;RCAU;['Fz', 'Pz'];theta;0.0412374048682;0.0229702420244;0.0105554772532;0.0123684976519;0.010484260329;0.0239783886983;0.00239657015546;0.00104518738371;
DCAU Fz,Pz;eeg;DCAU;['Fz', 'Pz'];beta;0.0295261383057;0.0238755691364;0.00617876441497;0.00489286134649;0.00612462163509;0.0245351631717;0.00325585087743;0.00689584688472;
RCAU Fz,Pz;eeg;RCAU;['Fz', 'Pz'];beta;0.026681510369;0.0255145618024;0.00824595380409;0.0;0.00822356730532;0.0179051003515;0.00273911827654;0.0111350252144;
DCAU Fz,Pz;eeg;DCAU;['Fz', 'Pz'];alpha;0.0222275989375;0.0278172021135;0.00110301647749;0.00956987604288;0.00112228882195;0.0421861742961;0.00266569803241;0.000613071770121;
RCAU Fz,Pz;eeg;RCAU;['Fz', 'Pz'];alpha;0.0332536665576;0.0267232549265;0.00366066009934;0.0;0.00362822807526;0.024793250011;0.00250905403737;0.00849521766922;
DCAU Fz,Pz;eeg;DCAU;['Fz', 'Pz'];gamma;0.0231621248828;0.0285230084016;0.00239723133197;0.015608066398;0.00233896128217;0.0349989128627;0.00223112105773;0.00167217475762;
RCAU Fz,Pz;eeg;RCAU;['Fz', 'Pz'];gamma;0.0223214046359;0.0303912390811;0.00115030891924;0.00874430322994;0.00110638095344;0.0328046197037;0.00255879565604;0.000371531108324;
DCAU Fz,Pz;eeg;DCAU;['Fz', 'Pz'];delta;0.0217488199129;0.0180557318721;0.00638278972646;0.0132306892219;0.00635027705796;0.0544731458679;0.00150487177711;0.00508601697278;
RCAU Fz,Pz;eeg;RCAU;['Fz', 'Pz'];delta;0.0128207761402;0.0156498137012;0.00846978764302;0.00396199994494;0.00844490228654;0.0510695034152;0.00162214443143;0.00419238485248;
DCAU F4,P4;eeg;DCAU;['F4', 'P4'];theta;0.0506841202616;0.0186662814087;0.0178357089341;0.0;0.017782917622;0.027920382636;0.00164054349038;0.0072768308275;
RCAU F4,P4;eeg;RCAU;['F4', 'P4'];theta;0.051356699432;0.0135681426359;0.00283671985891;0.0;0.00282043549592;0.0249432553536;0.00145659181892;0.00442848127047;
DCAU F4,P4;eeg;DCAU;['F4', 'P4'];beta;0.021162421502;0.0171353293873;0.0113093221501;0.0;0.0113261220308;0.0268074862394;0.00154431400323;0.00172103291901;
RCAU F4,P4;eeg;RCAU;['F4', 'P4'];beta;0.0149676865427;0.0153593660131;0.0182720333606;0.00673335404206;0.0182249832356;0.0197067075774;0.00129996280908;0.0027185303998;
DCAU F4,P4;eeg;DCAU;['F4', 'P4'];alpha;0.0779360895817;0.0208741670944;0.0195570061869;0.0302839198846;0.0195718165598;0.0407214586823;0.00265429447579;0.000292468386709;
RCAU F4,P4;eeg;RCAU;['F4', 'P4'];alpha;0.0482177122552;0.0220873191862;0.00480894376515;0.00214109100396;0.00486030284805;0.0358525452136;0.00222079269383;0.00975330264917;
DCAU F4,P4;eeg;DCAU;['F4', 'P4'];gamma;0.0628588262729;0.0186714958777;0.00877530168235;0.0;0.00877213956608;0.0250537993065;0.00144967820321;0.00689144498362;
RCAU F4,P4;eeg;RCAU;['F4', 'P4'];gamma;0.0249667126333;0.0208619462995;0.00432635856576;0.0;0.00432519317239;0.0205599610797;0.00135607993074;0.00514996180635;
DCAU F4,P4;eeg;DCAU;['F4', 'P4'];delta;0.00686857008439;0.0186216524225;0.00522614954469;0.0;0.00527316046904;0.0220309710098;0.00196651471096;0.00990776911052;
RCAU F4,P4;eeg;RCAU;['F4', 'P4'];delta;0.0210495893768;0.0192115686916;0.00186161443292;0.00207561111239;0.00196428079182;0.0200519586654;0.00178475317253;0.00579288881267;
DCAU F8,P8;eeg;DCAU;['F8', 'P8'];theta;0.00870977524489;0.0174455545693;0.00273759616099;0.0;0.00275509436724;0.0306130274558;0.0019590495926;0.000161159541881;
RCAU F8,P8;eeg;RCAU;['F8', 'P8'];theta;0.0217392876902;0.0180224270584;0.00209609559474;0.0106861345552;0.0020866878474;0.0298884589429;0.00202980271863;0.00231392145148;
DCAU F8,P8;eeg;DCAU;['F8', 'P8'];beta;0.0248735026988;0.0258414112648;0.0123925814359;0.00303128789186;0.0123807040317;0.0216322596363;0.0019558755377;0.00218876501635;
RCAU F8,P8;eeg;RCAU;['F8', 'P8'];beta;0.0118978682166;0.0249908596955;2.01538135769e-05;0.0182368686548;3.73511817035e-05;0.0206265415845;0.00184822870277;0.00332894728139;
DCAU F8,P8;eeg;DCAU;['F8', 'P8'];alpha;0.0382658888008;0.0174276294736;0.00281359224847;0.0;0.00283006113894;0.0263607562529;0.0015519017315;0.00420040780246;
RCAU F8,P8;eeg;RCAU;['F8', 'P8'];alpha;0.0200450073865;0.0191202941216;0.00906246030343;0.00774246569034;0.00901063690842;0.0268055358139;0.00159512569037;0.00307817382767;
DCAU F8,P8;eeg;DCAU;['F8', 'P8'];gamma;0.025596790491;0.0212292652954;0.00856067752578;0.00231470685131;0.00861918373858;0.0316513877541;0.0020552019754;0.00422181625842;
RCAU F8,P8;eeg;RCAU;['F8', 'P8'];gamma;0.00112849611025;0.0210335626008;0.00319987760192;0.0;0.00323429756943;0.0313448385055;0.00189414769076;0.00390427306644;
DCAU F8,P8;eeg;DCAU;['F8', 'P8'];delta;0.0589759513235;0.0147378561292;0.00612708477374;0.0115028590927;0.00603476040946;0.0486389766016;0.00174322909066;0.00215124459008;
RCAU F8,P8;eeg;RCAU;['F8', 'P8'];delta;0.0540708261154;0.0174864957844;0.0054556423948;0.026679811968;0.00539840490737;0.0492349190451;0.0017708552034;0.00345962688395;
DCAU Fp1,O1;eeg;DCAU;['Fp1', 'O1'];theta;0.00587576771017;0.0250511057566;0.00301449012678;0.00223815501509;0.00308504509934;0.0199769896482;0.00246082137509;0.000482047814892;
RCAU Fp1,O1;eeg;RCAU;['Fp1', 'O1'];theta;0.0016463047086;0.0251402459251;0.00250622893665;0.0;0.0025641091178;0.0152184332002;0.00249227847287;0.00253127070813;
DCAU Fp1,O1;eeg;DCAU;['Fp1', 'O1'];beta;0.0257706534497;0.026172175841;0.00310250144757;0.0209550955412;0.00313102207453;0.0510027931521;0.00251574927809;0.00102176696709;
RCAU Fp1,O1;eeg;RCAU;['Fp1', 'O1'];beta;0.00979055838447;0.0258756142392;0.00595620759016;3.35543638783e-05;0.00581983782419;0.0469634685706;0.00244990678057;0.00174018883139;
DCAU Fp1,O1;eeg;DCAU;['Fp1', 'O1'];alpha;0.0338248231869;0.0187317372383;0.0144626790475;0.00831332021494;0.0144767435614;0.0316581666636;0.00198710451382;0.00514433235037;
RCAU Fp1,O1;eeg;RCAU;['Fp1', 'O1'];alpha;0.0908495947225;0.0168787244345;0.00625261404483;0.000114746967605;0.00630036710913;0.0271720559299;0.00207931111056;0.00370665380757;
DCAU Fp1,O1;eeg;DCAU;['Fp1', 'O1'];gamma;0.00446672808139;0.0236947793454;0.000244495676637;0.00356651203673;0.000207403149124;0.0397129562114;0.00223205528431;0.00443714112814;
RCAU Fp1,O1;eeg;RCAU;['Fp1', 'O1'];gamma;0.0145223062338;0.0257688208169;0.00562416582602;0.0;0.00560895638411;0.038755987077;0.00200076993147;0.00470427765179;
DCAU Fp1,O1;eeg;DCAU;['Fp1', 'O1'];delta;0.0301544598956;0.0147658234283;0.00464905534948;0.00251530395541;0.00467851650901;0.053038339244;0.00204258315499;0.000715017073366;
RCAU Fp1,O1;eeg;RCAU;['Fp1', 'O1'];delta;0.0605668757069;0.0180842872;0.00939241756363;0.00129084960013;0.00938995244052;0.0506410735684;0.00187257791534;0.000884610957935;
DCAU Fp2,O2;eeg;DCAU;['Fp2', 'O2'];theta;0.00711326997047;0.0246449207044;0.000706908735615;0.000545312253125;0.000709869097136;0.0243679058872;0.00160389826133;0.00283653963664;
RCAU Fp2,O2;eeg;RCAU;['Fp2', 'O2'];theta;0.00738627510257;0.0206648936398;0.000112262521064;0.00155989740978;5.67053741617e-05;0.0210889802943;0.00153870645357;0.00532931013674;
DCAU Fp2,O2;eeg;DCAU;['Fp2', 'O2'];beta;0.000129590254627;0.023296309712;0.00500703049262;0.00457326163451;0.00505881110245;0.0502669487264;0.00142980902068;0.00539658690105;
RCAU Fp2,O2;eeg;RCAU;['Fp2', 'O2'];beta;0.000287148134471;0.0187307840464;0.00238022545365;0.00228347205926;0.00236223175616;0.0386465186793;0.00156485022598;0.00801013621328;
DCAU Fp2,O2;eeg;DCAU;['Fp2', 'O2'];alpha;0.0243300212253;0.0253296678157;0.003098352356;0.00293282533615;0.00311325294962;0.0263956533788;0.00219305586145;0.00569115858558;
RCAU Fp2,O2;eeg;RCAU;['Fp2', 'O2'];alpha;0.0111407902929;0.0250743910108;0.0181906621609;0.0;0.0181948836461;0.0222922088382;0.00178023258384;0.00674517506023;
DCAU Fp2,O2;eeg;DCAU;['Fp2', 'O2'];gamma;0.0111581088758;0.0251211904538;0.00592624921016;0.0098528284413;0.00590268283221;0.033850755545;0.0016787275604;0.00956537254925;
