featname;eeg/phy;what;channels;waveband;pearson_r;lr coef;l1 coef;l2 coef;svm coef;rf importances;
RCAU FC1,CP1;eeg;RCAU;['FC1', 'CP1'];beta;0.168192487104;0.00757418115694;0.00278377133112;0.00758220322152;0.0317066882708;0.00167097449762;0.0268348607343;
DCAU FC1,CP1;eeg;DCAU;['FC1', 'CP1'];gamma;0.155624715757;0.0083429352429;0.00278689430012;0.00834767108034;0.0340657449419;0.00143052979831;0.0261256734694;
RCAU FC1,CP1;eeg;RCAU;['FC1', 'CP1'];gamma;0.166303205913;0.00686391998203;0.0;0.00687936120637;0.022764158563;0.00119514381127;0.0340092000004;
DCAU FC1,CP1;eeg;DCAU;['FC1', 'CP1'];alpha;0.152159351381;0.00611370744681;0.0;0.00610135050139;0.0146074944092;0.00182617727307;0.0250396428831;
RCAU FC1,CP1;eeg;RCAU;['FC1', 'CP1'];alpha;0.153469482123;0.00570095654271;0.00109188829219;0.00569334400836;0.0118636978531;0.00166030757993;0.0279262753156;
DCAU FC1,CP1;eeg;DCAU;['FC1', 'CP1'];theta;0.1596400384;0.00638820218348;0.00309744510606;0.00638847745158;0.0282118296317;0.00185265652575;0.0266086581317;
RCAU FC1,CP1;eeg;RCAU;['FC1', 'CP1'];theta;0.164760987264;0.00560679967607;0.00159364353246;0.00559719065329;0.0232903218614;0.00193447397805;0.0279910597183;
DCAU FC1,CP1;eeg;DCAU;['FC1', 'CP1'];delta;0.137950294864;0.00808498765498;0.0105122344769;0.00808601673722;0.0472472368858;0.00179134353288;0.02586271444;
RCAU FC1,CP1;eeg;RCAU;['FC1', 'CP1'];delta;0.1408632597;0.00776047017932;0.0013846570744;0.00775563697397;0.0466993173886;0.00185578531436;0.0267258610262;
DCAU FC2,CP2;eeg;DCAU;['FC2', 'CP2'];beta;0.171855309877;0.0070345160665;0.0;0.00702673075254;0.0182929869961;0.00185874593674;0.021618909424;
RCAU FC2,CP2;eeg;RCAU;['FC2', 'CP2'];beta;0.167677846649;0.00656064846894;0.00376519343404;0.00656259028552;0.0133689984997;0.00186010900187;0.0278105702906;
DCAU FC2,CP2;eeg;DCAU;['FC2', 'CP2'];gamma;0.199319408773;0.00923329047845;0.00744816468156;0.00922907969971;0.0393705471986;0.00226913146213;0.0238008136887;
RCAU FC2,CP2;eeg;RCAU;['FC2', 'CP2'];gamma;0.187995230374;0.00763461799456;0.0;0.00761434062525;0.0300621360511;0.00199010558062;0.0296503192472;
DCAU FC2,CP2;eeg;DCAU;['FC2', 'CP2'];alpha;0.195794411516;0.00681866614518;0.00842699565093;0.00681305696764;0.0334306032535;0.00206912617941;0.0251228324913;
RCAU FC2,CP2;eeg;RCAU;['FC2', 'CP2'];alpha;0.19469154404;0.00641923099892;0.0;0.00641804245177;0.0308052405981;0.00167979860148;0.0307992585052;
DCAU FC2,CP2;eeg;DCAU;['FC2', 'CP2'];theta;0.18695446742;0.00758000135389;0.0;0.00757525330144;0.0317188406317;0.00245967852848;0.0248639951492;
RCAU FC2,CP2;eeg;RCAU;['FC2', 'CP2'];theta;0.17519132605;0.00705893012388;0.00232886121823;0.00703881213122;0.0310748191826;0.00238095621634;0.0273789256455;
DCAU FC2,CP2;eeg;DCAU;['FC2', 'CP2'];delta;0.163348373415;0.00878790835625;0.00380360588019;0.0087961860788;0.0625368718762;0.00193731644949;0.0227603742367;
RCAU FC2,CP2;eeg;RCAU;['FC2', 'CP2'];delta;0.15336978492;0.00854299466331;0.00531519391009;0.00853819467385;0.0627699886211;0.00192776628179;0.0253842614311;
DCAU FC6,CP6;eeg;DCAU;['FC6', 'CP6'];beta;0.161660492359;0.0107040801205;0.00993773017622;0.0106960151354;0.0568913043524;0.00198402484157;0.0221204834845;
RCAU FC6,CP6;eeg;RCAU;['FC6', 'CP6'];beta;0.158404209118;0.0101205507041;0.00232512289368;0.0101017825529;0.0557670164976;0.00178328116039;0.0256364679986;
DCAU FC6,CP6;eeg;DCAU;['FC6', 'CP6'];gamma;0.153386071049;0.00719606678481;0.00350164839907;0.00718720844676;0.0209752343386;0.00129761853429;0.0241703012334;
RCAU FC6,CP6;eeg;RCAU;['FC6', 'CP6'];gamma;0.157276984268;0.00597539991279;0.0;0.00596186298721;0.0171112229882;0.00113185685194;0.0314324744852;
DCAU FC6,CP6;eeg;DCAU;['FC6', 'CP6'];alpha;0.154779862596;0.00768211579465;0.00373779261228;0.00768043266369;0.0267462222258;0.00157143812277;0.0229030121369;
RCAU FC6,CP6;eeg;RCAU;['FC6', 'CP6'];alpha;0.172468630538;0.00725415599087;0.00142509487875;0.00723572591477;0.0261013063397;0.00180467643087;0.0283055203292;
DCAU FC6,CP6;eeg;DCAU;['FC6', 'CP6'];theta;0.152077560435;0.00690172893347;0.00239744318933;0.00688781258451;0.0357225457773;0.00157902817159;0.0238281829619;
RCAU FC6,CP6;eeg;RCAU;['FC6', 'CP6'];theta;0.166907744091;0.0067235590527;0.00266330883507;0.00671490172254;0.0357822890219;0.00167982035859;0.0276125082436;
DCAU FC6,CP6;eeg;DCAU;['FC6', 'CP6'];delta;0.124572959568;0.00844145048355;0.00587652835497;0.00841959597943;0.0348301796995;0.0014180997132;0.0222976579394;
RCAU FC6,CP6;eeg;RCAU;['FC6', 'CP6'];delta;0.132477980589;0.00832270575649;0.00164045530023;0.00833049212156;0.033780259599;0.00157410219387;0.0233408439013;
DCAU F7,P7;eeg;DCAU;['F7', 'P7'];beta;0.132714385448;0.00837041346639;0.0;0.00836145881169;0.026966491306;0.00156672983969;0.0224572685813;
RCAU F7,P7;eeg;RCAU;['F7', 'P7'];beta;0.14664780473;0.00704418426873;0.00188872261867;0.00704060885985;0.0209391466391;0.00155984025499;0.0308323990102;
DCAU F7,P7;eeg;DCAU;['F7', 'P7'];gamma;0.166060250854;0.0085041945816;0.00310723980431;0.00851213447443;0.0419725948417;0.0019403185133;0.0238667319413;
RCAU F7,P7;eeg;RCAU;['F7', 'P7'];gamma;0.161030010652;0.00666980626365;0.0;0.00666771777763;0.0319936034191;0.00149749346958;0.0338290906914;
DCAU F7,P7;eeg;DCAU;['F7', 'P7'];alpha;0.132535952012;0.00768224838518;0.00012139874323;0.00766632400285;0.0272926176438;0.00151642596486;0.0247611404383;
RCAU F7,P7;eeg;RCAU;['F7', 'P7'];alpha;0.130063283975;0.00638801832994;0.000738492300288;0.00638133880363;0.0222928072064;0.00119099429638;0.0329540970293;
DCAU F7,P7;eeg;DCAU;['F7', 'P7'];theta;0.13485302156;0.00790835094283;0.0022393381477;0.00790686255175;0.0406826417289;0.00175225553747;0.0262856901858;
RCAU F7,P7;eeg;RCAU;['F7', 'P7'];theta;0.129718206433;0.00700054567491;0.00156546747806;0.00698559427708;0.0363616640829;0.00176208189608;0.030391298162;
DCAU F7,P7;eeg;DCAU;['F7', 'P7'];delta;0.112618869392;0.00797345910964;0.00148084663089;0.00796935432548;0.0321166305318;0.00160648479716;0.0225569038624;
RCAU F7,P7;eeg;RCAU;['F7', 'P7'];delta;0.111036656649;0.00743147736616;0.0;0.00742401733601;0.0292261057399;0.00141417988687;0.027527768885;
DCAU F3,P3;eeg;DCAU;['F3', 'P3'];beta;0.198971768415;0.00887017501549;0.00801906702522;0.00887502370916;0.0472987463647;0.00223243811829;0.0201184499613;
RCAU F3,P3;eeg;RCAU;['F3', 'P3'];beta;0.185002961731;0.00758154123224;0.0;0.00757587367986;0.0337964945429;0.00205636453723;0.0252219354283;
DCAU F3,P3;eeg;DCAU;['F3', 'P3'];gamma;0.183717969089;0.00809696295259;0.00257113532946;0.00809819579463;0.0363809376398;0.00204015791828;0.0211632733624;
RCAU F3,P3;eeg;RCAU;['F3', 'P3'];gamma;0.175503987768;0.00662067790263;0.00173565230894;0.00661270932406;0.0296857057671;0.00198035928973;0.0283235677163;
DCAU F3,P3;eeg;DCAU;['F3', 'P3'];alpha;0.180011683858;0.00667111726958;0.0;0.00667272882148;0.0182380987662;0.00174014839818;0.0243470597092;
RCAU F3,P3;eeg;RCAU;['F3', 'P3'];alpha;0.182614106227;0.00562159472052;0.000143102269914;0.00562625131564;0.0144006568975;0.00167856095435;0.0315013859755;
DCAU F3,P3;eeg;DCAU;['F3', 'P3'];theta;0.193655995006;0.00873052679241;0.00306144338114;0.00872901473091;0.0474025054803;0.00239399220846;0.0222836495879;
RCAU F3,P3;eeg;RCAU;['F3', 'P3'];theta;0.18313650381;0.00799827501234;0.00360137950568;0.00797685084911;0.0448897027834;0.00225374004386;0.0264684148073;
DCAU F3,P3;eeg;DCAU;['F3', 'P3'];delta;0.144376200907;0.00807803467476;0.00350280506701;0.00807450227011;0.0412835938428;0.00173186369755;0.023034235;
RCAU F3,P3;eeg;RCAU;['F3', 'P3'];delta;0.141002262432;0.00750863606472;0.000105967548848;0.00750063342276;0.0386873014608;0.00172799037049;0.0276373324165;
DCAU Fz,Pz;eeg;DCAU;['Fz', 'Pz'];beta;0.152328029036;0.00788304778366;0.0021273351869;0.00787915535387;0.0283794592339;0.00221501798626;0.0250819549602;
RCAU Fz,Pz;eeg;RCAU;['Fz', 'Pz'];beta;0.164422373844;0.00683680678097;0.00201272663654;0.00686045506959;0.0264732384356;0.00222182170803;0.030378869451;
DCAU Fz,Pz;eeg;DCAU;['Fz', 'Pz'];gamma;0.17557810174;0.00788373227995;0.0;0.00789147737166;0.0201371697391;0.00217164096425;0.0279095116071;
RCAU Fz,Pz;eeg;RCAU;['Fz', 'Pz'];gamma;0.166131072104;0.00670574085337;0.00361371152746;0.00671167369784;0.0148991212474;0.00199816588784;0.034415718317;
DCAU Fz,Pz;eeg;DCAU;['Fz', 'Pz'];alpha;0.187114830098;0.00754030975212;0.0;0.00755511965075;0.0229966570049;0.00252202412321;0.0287584316285;
RCAU Fz,Pz;eeg;RCAU;['Fz', 'Pz'];alpha;0.186632556875;0.00684663809264;0.0;0.00684620535363;0.0207996895178;0.00231404043293;0.0338646621938;
DCAU Fz,Pz;eeg;DCAU;['Fz', 'Pz'];theta;0.201263604152;0.011857205501;0.00573559425044;0.0118611068512;0.0787693026382;0.00285630500215;0.0268899549916;
RCAU Fz,Pz;eeg;RCAU;['Fz', 'Pz'];theta;0.198073670858;0.0096879581797;0.00174351740039;0.00966619095027;0.057099096855;0.00247695558829;0.0307786339881;
DCAU Fz,Pz;eeg;DCAU;['Fz', 'Pz'];delta;0.132811097253;0.00776877294512;0.0;0.00777194016813;0.0342719615859;0.00205322611829;0.022950960213;
RCAU Fz,Pz;eeg;RCAU;['Fz', 'Pz'];delta;0.126338353988;0.00713851011102;0.0;0.00713952929271;0.0312797161239;0.00212422535893;0.0251679142599;
DCAU F4,P4;eeg;DCAU;['F4', 'P4'];beta;0.165570013926;0.00744081018698;0.0;0.0074455037326;0.0301908421851;0.001526193504;0.0226297739659;
RCAU F4,P4;eeg;RCAU;['F4', 'P4'];beta;0.155580561267;0.00730218071054;0.000318392991071;0.00730005555728;0.03027025979;0.00138129307681;0.0327289216293;
DCAU F4,P4;eeg;DCAU;['F4', 'P4'];gamma;0.17388101944;0.00745808221683;0.0;0.0074674490087;0.024699670893;0.00172927203223;0.0239974671526;
RCAU F4,P4;eeg;RCAU;['F4', 'P4'];gamma;0.183651902752;0.00671325416979;0.00244058953803;0.00672644374943;0.0195236630769;0.0015567322864;0.0319271512264;
DCAU F4,P4;eeg;DCAU;['F4', 'P4'];alpha;0.188180771889;0.0062010561455;0.0023634071703;0.00620490178136;0.0229467166681;0.00196421921922;0.0239439779612;
RCAU F4,P4;eeg;RCAU;['F4', 'P4'];alpha;0.189703058579;0.00552459291623;0.0;0.00552906058826;0.0191396326364;0.0018582329853;0.0314459028628;
DCAU F4,P4;eeg;DCAU;['F4', 'P4'];theta;0.163063034878;0.0075475032943;0.000336074686929;0.00754408420442;0.0297720471337;0.00229745482268;0.025822240108;
RCAU F4,P4;eeg;RCAU;['F4', 'P4'];theta;0.173520086468;0.00627004880587;0.0;0.00628740367358;0.0217994280607;0.0019043898058;0.0303548566945;
DCAU F4,P4;eeg;DCAU;['F4', 'P4'];delta;0.154496748656;0.00925057703071;0.00293442100777;0.00924135747083;0.0349248209941;0.00141128242604;0.0218801872106;
RCAU F4,P4;eeg;RCAU;['F4', 'P4'];delta;0.156551566022;0.00837097941857;0.00259636424121;0.00836959470441;0.0303814443256;0.00143254281069;0.0280067568655;
DCAU F8,P8;eeg;DCAU;['F8', 'P8'];beta;0.1583140284;0.00838384112094;0.00217291585649;0.00839627021923;0.0398254133174;0.00203485944273;0.0244009926756;
RCAU F8,P8;eeg;RCAU;['F8', 'P8'];beta;0.15741799927;0.00809425943875;0.00191850254369;0.00807663022457;0.0400764683256;0.0019900300294;0.0241365815335;
DCAU F8,P8;eeg;DCAU;['F8', 'P8'];gamma;0.161268156413;0.00795129512787;0.0;0.00795744382164;0.02806041127;0.00165991645255;0.0266787074185;
RCAU F8,P8;eeg;RCAU;['F8', 'P8'];gamma;0.158300088184;0.00708205837546;0.00262058810289;0.00708365138679;0.0244282485578;0.00159479789768;0.0320984403818;
DCAU F8,P8;eeg;DCAU;['F8', 'P8'];alpha;0.171040341451;0.0078397723967;0.0;0.00783500462187;0.0320238225653;0.00190848673559;0.0279815616258;
RCAU F8,P8;eeg;RCAU;['F8', 'P8'];alpha;0.169642433646;0.00772802007126;0.00237036279373;0.00772226914276;0.0321080807727;0.00189255401336;0.0298669551967;
DCAU F8,P8;eeg;DCAU;['F8', 'P8'];theta;0.136522507476;0.00701414621709;0.00220147563364;0.00700342792778;0.0287016768798;0.00173336778186;0.0252417494496;
RCAU F8,P8;eeg;RCAU;['F8', 'P8'];theta;0.135829230642;0.00755982378169;0.0;0.00755931053778;0.0310208515804;0.00189678933512;0.0252287323432;
DCAU F8,P8;eeg;DCAU;['F8', 'P8'];delta;0.152858622482;0.007760224465;0.00317741303937;0.00775898124377;0.0302850836682;0.00174074186652;0.0259982880842;
RCAU F8,P8;eeg;RCAU;['F8', 'P8'];delta;0.150400441335;0.00750524064653;0.0;0.0075106066;0.0302666446554;0.00172565400121;0.0272162756293;
DCAU Fp1,O1;eeg;DCAU;['Fp1', 'O1'];beta;0.160091661061;0.00760658403526;0.00201457872446;0.00761001753545;0.0348746887386;0.00196514828617;0.0184205097575;
RCAU Fp1,O1;eeg;RCAU;['Fp1', 'O1'];beta;0.162460996881;0.00627512041998;0.00223456411048;0.00625864172427;0.0306425033351;0.00183107738976;0.0258484440135;
DCAU Fp1,O1;eeg;DCAU;['Fp1', 'O1'];gamma;0.191334020835;0.0092541528143;0.00394710659058;0.00925058061198;0.0494362251457;0.00211981444379;0.0220218950163;
RCAU Fp1,O1;eeg;RCAU;['Fp1', 'O1'];gamma;0.19111481343;0.00879196126602;0.0;0.0087870552234;0.0434634594271;0.00198407062165;0.0288918517541;
DCAU Fp1,O1;eeg;DCAU;['Fp1', 'O1'];alpha;0.204468078344;0.00720713078904;0.002510600794;0.00720138170122;0.0309791996674;0.0025260233226;0.0225794300093;
RCAU Fp1,O1;eeg;RCAU;['Fp1', 'O1'];alpha;0.208465952931;0.00638349786286;0.0015606643775;0.0063886614283;0.0279032276403;0.00234591087833;0.0282305256928;
DCAU Fp1,O1;eeg;DCAU;['Fp1', 'O1'];theta;0.180041764145;0.00953816247194;0.00542798812;0.00952984343182;0.0510610272318;0.00223380926862;0.0250458628533;
RCAU Fp1,O1;eeg;RCAU;['Fp1', 'O1'];theta;0.180542063413;0.00880881080054;0.00269600015156;0.00881359695872;0.0506972759683;0.00216030684837;0.0264621544637;
DCAU Fp1,O1;eeg;DCAU;['Fp1', 'O1'];delta;0.153637109965;0.00735365876745;0.00105594146464;0.00735204971302;0.029038104136;0.00199604656177;0.019983607859;
RCAU Fp1,O1;eeg;RCAU;['Fp1', 'O1'];delta;0.157876260934;0.00675261326409;0.00090110645874;0.00675771448374;0.0260445519753;0.00202627082091;0.0251082647209;
DCAU Fp2,O2;eeg;DCAU;['Fp2', 'O2'];beta;0.169842220944;0.00977427607336;0.00262108345515;0.00976911528022;0.0469493059213;0.0016848437455;0.0218456958029;
RCAU Fp2,O2;eeg;RCAU;['Fp2', 'O2'];beta;0.183439594381;0.00846328598844;0.000936780940728;0.00846198769318;0.040785550019;0.00172428992583;0.0280253502802;
DCAU Fp2,O2;eeg;DCAU;['Fp2', 'O2'];gamma;0.168301915889;0.0082727518954;0.0;0.00828145961626;0.033393287399;0.00158814196172;0.0272866963107;
RCAU Fp2,O2;eeg;RCAU;['Fp2', 'O2'];gamma;0.172188307535;0.00673907015488;0.00162199366325;0.00672963095987;0.026254999192;0.00122622058121;0.0356472744589;
DCAU Fp2,O2;eeg;DCAU;['Fp2', 'O2'];alpha;0.174784431366;0.00752602581981;0.00224730489673;0.00751806875772;0.0264449481994;0.0017900191912;0.0241673191396;
RCAU Fp2,O2;eeg;RCAU;['Fp2', 'O2'];alpha;0.176035759326;0.00660644563321;0.00051464810865;0.00661247102867;0.0218870753457;0.0015204468;0.0293074753666;
DCAU Fp2,O2;eeg;DCAU;['Fp2', 'O2'];theta;0.175736539384;0.00928370453714;0.000819103200562;0.0092950709036;0.0389706650865;0.00198559837297;0.0269136379042;
RCAU Fp2,O2;eeg;RCAU;['Fp2', 'O2'];theta;0.180316774479;0.00824139650893;0.00087402268855;0.00824189511468;0.0352247128684;0.00194410904097;0.0321063088418;
DCAU Fp2,O2;eeg;DCAU;['Fp2', 'O2'];delta;0.1279688036;0.00947653058958;0.000364052248133;0.00947580954081;0.0300809032912;0.00163899591226;0.0264339525696;
RCAU Fp2,O2;eeg;RCAU;['Fp2', 'O2'];delta;0.13036413789;0.00826719852015;0.000350181082918;0.00825120869412;0.022523313648;0.00152473407097;0.0300113539639;
